date,daynum,month ,day,cumulative_confirmed_cases,new_confirmed_cases,cumulative_deaths,new_deaths,hospitalized_currently,hospitalized_cumulative,InICU_currently,InICU_cumulative,OnVentilator_Currently,OnVentilator_Cumulative,Recovered_Cumulative,cumulative_confirmed_cases_0_9,cumulative_confirmed_cases_10_19,cumulative_confirmed_cases_20_29,cumulative_confirmed_cases_30_39,cumulative_confirmed_cases_40_49,cumulative_confirmed_cases_50_59,cumulative_confirmed_cases_60_69,cumulative_confirmed_cases_70_79,cumulative_confirmed_cases_80plus,cumulative_confirmed_hospitalizations_0_9,cumulative_confirmed_hospitalizations_10_19,cumulative_confirmed_hospitalizations_20_29,cumulative_confirmed_hospitalizations_30_39,cumulative_confirmed_hospitalizations_40_49,cumulative_confirmed_hospitalizations_50_59,cumulative_confirmed_hospitalizations_60_69,cumulative_confirmed_hospitalizations_70_79,cumulative_confirmed_hospitalizations_80plus,cumulative_confirmed_deaths_0_9,cumulative_confirmed_deaths_10_19,cumulative_confirmed_deaths_20_29,cumulative_confirmed_deaths_30_39,cumulative_confirmed_deaths_40_49,cumulative_confirmed_deaths_50_59,cumulative_confirmed_deaths_60_69,cumulative_confirmed_deaths_70_79,cumulative_confirmed_deaths_80plus,Cumulative_hospital_deaths,Cumulative_hospital_discharges,Cumulative_hospice_deaths,Cumulative_LTL_deaths,Cumulative_residence_deaths
3/13/2020,73,3,13,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2020,74,3,14,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020,75,3,15,63,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2020,76,3,16,76,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2020,77,3,17,96,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2020,78,3,18,133,37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2020,79,3,19,185,52,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2020,80,3,20,268,83,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020,81,3,21,371,103,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020,82,3,22,479,108,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2020,83,3,23,644,165,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2020,84,3,24,851,207,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2020,85,3,25,1127,276,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2020,86,3,26,1687,560,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2020,87,3,27,2218,531,44,14,,241,,,,,,,,440,336,338,459,222,130,178,,4,13,18,27,39,43,34,60,,,,,,,,,,,,,,
3/28/2020,88,3,28,2751,533,51,7,,316,,,,,,,,536,421,427,571,277,163,224,,5,15,24,37,51,56,45,81,,,,,,,,,,,,,,
3/29/2020,89,3,29,3394,643,58,7,,353,,,,,,,,647,524,537,708,344,203,278,,5,15,27,42,56,61,50,93,,,,,,,,,,,,,,
3/30/2020,90,3,30,4087,693,82,24,,386,,,,,,,,760,636,658,859,417,246,338,,5,15,30,46,61,67,54,104,,,,,,,,,,,,,,
3/31/2020,91,3,31,4843,756,92,10,,514,,,,,,,,874,757,794,1027,497,293,402,,6,19,39,61,82,89,73,140,,,,,,,,,,,,,,
4/1/2020,92,4,1,5805,962,112,20,,620,,,,,,,,1014,913,969,1240,599,354,486,,7,22,45,73,101,110,90,168,,,,,,,,,,,,,,
4/2/2020,93,4,2,7016,1211,145,33,,730,,,,,,,,1183,1111,1192,1505,729,431,592,,7,26,51,85,121,133,107,195,,,,,,,,,,,,,,
4/3/2020,94,4,3,8420,1404,191,46,,852,,,,,,,,1372,1344,1455,1810,879,522,717,,8,30,58,99,143,158,127,226,,,,,,,,,,,,,,
4/4/2020,95,4,4,10017,1597,247,56,,1004,,,,,,,,1580,1612,1757,2154,1051,626,860,,8,32,67,116,170,189,151,265,,,,,,,,,,,,,,
4/5/2020,96,4,5,11510,1493,309,62,,1072,,,,,,,,1764,1866,2046,2474,1212,725,996,,9,32,71,125,183,203,162,283,,,,,,,,,,,,,,
4/6/2020,97,4,6,12980,1470,390,81,,1145,,,,,,,,1940,2116,2332,2789,1372,823,1131,,9,32,75,134,196,218,173,301,,,,,,,,,,,,,,
4/7/2020,98,4,7,14559,1579,481,91,,NA,,,,,,,,2135,2377,2630,3129,1547,931,1279,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/8/2020,99,4,8,16239,1680,569,88,,NA,,,,,,,,2349,2647,2939,3489,1736,1048,1440,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/9/2020,100,4,9,18228,1989,669,100,,NA,,,,,,,,2612,2962,3297,3915,1963,1189,1633,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/10/2020,101,4,10,19979,1751,762,93,,NA,,,,,,,,2838,3234,3610,4288,2165,1315,1807,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/11/2020,102,4,11,21655,1676,858,96,,NA,,,,,,,,3046,3494,3912,4647,2362,1439,1977,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/12/2020,103,4,12,22833,1178,948,90,,NA,,,,,,,,3169,3672,4126,4898,2510,1535,2108,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/13/2020,104,4,13,24199,1366,1056,108,,NA,,,,,,,,3304,3875,4373,5186,2686,1650,2266,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/14/2020,105,4,14,25345,1146,1181,125,,NA,,,,,,,,3400,4037,4575,5419,2846,1758,2415,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/15/2020,106,4,15,26490,1145,1300,119,,NA,,,,,,,,3490,4197,4774,5639,3013,1875,2575,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/16/2020,107,4,16,NA,NA,1440,140,,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
4/17/2020,108,4,17,28646,NA,1601,161,2571,2623,,,630,,,,,3672,4492,5127,6008,3340,2112,2901,,NA,70,172,327,480,512,438,595,,,,,,,,,,,,,,
4/18/2020,109,4,18,30230,1584,1746,145,2586,2764,,,636,,,,,3847,4717,5381,6282,3565,2272,3121,,NA,75,185,345,499,537,463,628,,,,,,,,,,,,,,
4/19/2020,110,4,19,31412,1182,1877,131,2657,2864,,,651,,,,,3981,4878,5561,6472,3739,2399,3296,,NA,79,194,358,514,556,481,650,,,,,,,,,,,,,,
4/20/2020,111,4,20,32335,923,2017,140,2707,2944,,,636,,,,,4088,4997,5693,6615,3881,2504,3440,,NA,81,200,368,529,572,495,665,,,,,,,,,,,,,,
4/21/2020,112,4,21,33596,1261,2163,146,2783,3071,,,667,,,,,4239,5167,5885,6835,4063,2633,3617,,NA,85,206,382,555,600,517,691,,,,,,,,,,,,,,
4/22/2020,113,4,22,34721,1125,2326,163,2741,3208,,,658,,,,,4373,5312,6051,7034,4227,2749,3777,,NA,87,209,397,585,632,541,720,,,,,,,,,,,,,,
4/23/2020,114,4,23,36053,1332,2469,143,2748,3380,,,652,,,,,4535,5485,6251,7277,4418,2883,3960,,NA,89,213,414,625,674,571,754,,,,,,,,,,,,,,
4/24/2020,115,4,24,37608,1555,2615,146,2746,3565,,,662,,,,,4725,5691,6487,7561,4638,3036,4170,,30,91,218,434,665,718,605,791,,,,,,,,,,,,,,
4/25/2020,116,4,25,38968,1360,2799,184,2858,3716,,,620,,,,,4893,5873,6690,7794,4833,3175,4362,,30,92,223,449,696,754,633,821,,,,,,,,,,,,,,
4/26/2020,117,4,26,40054,1086,2926,127,NA,3826,,,NA,,,,,5030,6024,6852,7963,4990,3290,4519,,30,95,228,461,715,779,655,844,,,,,,,,,,,,,,
4/27/2020,118,4,27,40915,861,3064,138,2808,3908,,,608,,,,,5141,6151,6982,8084,5113,3382,4646,,31,97,233,469,728,797,672,862,,,,,,,,,,,,,,
4/28/2020,119,4,28,42096,1181,3196,132,2781,4025,,,602,,,,,5293,6331,7170,8267,5273,3499,4806,,32,100,241,481,744,822,698,889,,,,,,,,,,,,,,
4/29/2020,120,4,29,43168,1072,3334,138,2683,4133,,,577,,,,,5429,6495,7341,8427,5420,3607,4954,,34,104,248,491,757,846,723,912,,,,,,,,,,,,,,
4/30/2020,121,4,30,44527,1359,3483,149,2703,4266,,,551,,,,,5596,6697,7558,8647,5607,3741,5139,,36,107,256,505,777,876,751,940,,,,,,,,,,,,,,
5/1/2020,122,5,1,45703,1176,3603,120,2673,4382,,,572,,,,,5737,6866,7742,8838,5774,3862,5305,,37,110,263,517,794,901,776,967,,,,,,,,,,,,,,
5/2/2020,123,5,2,47001,1298,3715,112,2633,4508,,,565,,,,,5892,7048,7945,9059,5957,3993,5485,,38,113,270,530,814,926,800,997,,,,,,,,,,,,,,
5/3/2020,124,5,3,47937,936,3834,119,2645,4594,,,551,,,,,6004,7173,8085,9216,6094,4091,5620,,39,116,275,540,829,944,816,1016,,,,,,,,,,,,,,
5/4/2020,125,5,4,48740,803,3959,125,2665,4669,,,558,,,,,6102,7275,8198,9346,6215,4179,5741,,39,117,279,547,841,961,831,1032,,,,,,,,,,,,,,
5/5/2020,126,5,5,49581,841,4088,129,2583,4758,,,538,,,,,6209,7377,8308,9472,6346,4277,5875,,40,119,283,554,853,982,853,1052,,,,,,,,,,,,,,
5/6/2020,127,5,6,50445,864,4211,123,2487,4857,,,529,,,,,6322,7483,8417,9583,6485,4383,6021,,40,122,287,561,863,1005,879,1076,,,,,,,,,,,,,,
5/7/2020,128,5,7,51486,1041,4328,117,2408,4975,,,513,,,,,6457,7618,8552,9708,6650,4511,6197,,42,125,293,569,875,1032,909,1107,,,,,,,,,,,,,,
5/8/2020,129,5,8,52774,1288,4446,118,2691,5116,,,505,,,,,6622,7794,8731,9876,6848,4662,6404,,43,128,301,580,891,1062,942,1144,,,,,,,,,,,,,,
5/9/2020,130,5,9,53822,1048,4538,92,2308,5230,,,480,,,,,6754,7938,8878,10013,7008,4785,6572,,44,131,307,589,904,1086,969,1174,,,,,,,,,,,,,,
5/10/2020,131,5,10,55083,1261,4647,109,2308,5360,,,480,,,,,6913,8118,9069,10207,7189,4918,6755,,46,135,314,601,922,1113,997,1207,,,,,,,,,,,,,,
5/11/2020,132,5,11,55611,528,4755,108,2187,5417,,,473,,,,,6980,8193,9147,10281,7269,4978,6837,,46,136,317,606,929,1124,1009,1221,,,,,,,,,,,,,,
5/12/2020,133,5,12,56425,814,4847,92,2187,5500,,,473,,,,,7082,8309,9275,10419,7384,5060,6950,,47,138,322,614,941,1141,1026,1241,,,,,,,,,,,,,,
5/13/2020,134,5,13,57113,688,4940,93,2012,5571,,,453,,,,,7165,8404,9381,10535,7485,5132,7050,,48,140,325,621,951,1156,1040,1259,,,,,,,,,,,,,,
5/14/2020,135,5,14,58026,913,5050,110,1956,5666,,,428,,,,,7271,8528,9520,10688,7620,5230,7184,,48,142,330,630,965,1176,1060,1281,,,,,,,,,,,,,,
5/15/2020,136,5,15,58985,959,5148,98,NA,5765,,,,,,,,7372,8652,9661,10841,7767,5338,7332,,49,144,335,638,979,1198,1082,1304,,,,,,,,,,,,,,
5/16/2020,137,5,16,59948,963,5241,93,NA,5863,,,,,,,,7459,8772,9798,10985,7916,5449,7485,,50,147,340,647,993,1221,1105,1326,,,,,,,,,,,,,,
5/17/2020,138,5,17,60554,606,5316,75,NA,5922,,,,,,,,7486,8839,9879,11060,8013,5524,7588,,50,148,343,652,1001,1236,1120,1338,0,0,NA,12,66,229,605,956,2617,2341,,76,1951,121
5/18/2020,139,5,18,61353,799,5385,69,NA,5997,,,,,,,,7529,8937,9993,11166,8125,5608,7704,,51,150,348,659,1012,1254,1138,1356,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/19/2020,140,5,19,61947,594,5460,75,NA,6056,,,,,,,,7555,9008,,11227,8199,5666,7783,,52,152,351,665,1019,1266,1153,1376,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/20/2020,141,5,20,62673,726,5530,70,NA,6128,,,,,,,,7597,9107,,11298,8282,5731,7872,,53,154,356,671,1028,1280,1170,1402,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/21/2020,142,5,21,63626,953,5607,77,NA,6223,,,,,,,,7681,9251,,11395,8392,5817,7990,,55,158,363,680,1039,1298,1191,1434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/22/2020,143,5,22,64551,925,5690,83,1570,,,,345,,,,,7782,9405,,11476,8499,5902,8108,,,,,,,,,,0,0,5,15,75,254,662,1061,2908,2574,,90,2182,134
5/23/2020,144,5,23,65209,658,5743,53,NA,,,,,,,,,7869,9532,,11506,8571,5964,8193,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/24/2020,145,5,24,65906,697,5794,51,NA,,,,,,,,,7972,9667,,11564,8646,6024,8275,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/25/2020,146,5,25,66347,441,5854,60,NA,,,,,,,,,8049,9764,,11611,8682,6051,8312,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/26/2020,147,5,26,66779,432,5898,44,NA,,,,,,,,,8126,9858,,11688,8712,6068,8335,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/27/2020,148,5,27,67515,736,5943,45,1493,,,,330,,,,,8240,9995,,11842,8777,6105,8386,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/28/2020,149,5,28,68104,589,5995,52,1476,,,,299,,,,,8331,10102,,11976,8827,6131,8422,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/29/2020,150,5,29,68765,661,6054,59,1414,,,,294,,,,,8424,10214,,12118,8894,6171,8477,,,,,,,,,,0,0,6,16,82,270,728,1156,3201,2816,,109,2389,147
5/30/2020,151,5,30,69424,659,6089,35,1352,,,,281,,,,,8511,10318,,12253,8969,6218,8541,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
5/31/2020,152,5,31,69916,492,6128,39,1352,,,,281,,,,,8574,10394,,12351,9027,6256,8593,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/1/2020,153,6,1,70278,362,6171,43,NA,,,,,,,,,8618,10447,,12420,9072,6286,8635,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/2/2020,154,6,2,70864,586,6227,56,1302,,,,268,,,,,8690,10533,,12525,9149,6339,8707,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/3/2020,155,6,3,71361,497,6270,43,1174,,,,257,,,,,8749,10606,,12612,9214,6385,8770,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/4/2020,156,6,4,71881,520,6290,20,1174,,,,257,,,,,8812,10682,,12703,9283,6433,8836,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/5/2020,157,6,5,72292,411,6325,35,1174,,,,257,,,,,8862,10742,,12774,9337,6471,8888,,,,,,,,,,0,0,6,17,93,294,792,1248,3432,3025,,120,2567,171
6/6/2020,158,6,6,72979,687,6355,30,1174,,,,257,,,,,8945,10844,,12894,9427,6533,8974,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/7/2020,159,6,7,73479,500,6387,32,1174,,,,257,,,,,9006,10917,,12981,9492,6579,9037,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/8/2020,160,6,8,NA,NA,6413,26,1032,,,,224,,,,,,,,,,,,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/9/2020,161,6,9,74296,NA,6437,24,1032,,,,224,,,,,,,,,,,,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/10/2020,162,6,10,74684,388,6465,28,993,,,,211,,,,,,,,,,,,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/11/2020,163,6,11,75119,435,6502,37,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,0,0,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/12/2020,164,6,12,75800,681,6532,30,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,0,0,6,19,98,312,840,1304,3579,3160,,133,2679,187
6/13/2020,165,6,13,76237,437,6556,24,869,,,,181,,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/14/2020,166,6,14,76567,330,6577,21,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/15/2020,167,6,15,76883,316,6605,28,838,,,,171,,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/16/2020,168,6,16,77230,347,6627,22,797,,,,169,,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/17/2020,169,6,17,77543,313,6653,26,769,,,,165,,,1153,2590,10441,11846,11451,13496,11107,7210,10410,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/18/2020,170,6,18,77949,406,6678,25,743,,,,163,,,1170,2614,10512,11912,11510,13546,11158,7246,10454,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/19/2020,171,6,19,78451,502,6705,27,723,,,,157,,,1185,2662,10600,12007,11582,13619,11211,7282,10500,,,,,,,,,,0,0,8,19,103,319,870,1367,3711,3269,,141,2790,196
6/20/2020,172,6,20,78947,496,6731,26,714,,,,153,,,1197,2702,10678,12083,11637,13697,11268,7334,10556,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/21/2020,173,6,21,79405,458,6754,23,733,,,,145,,,1207,2762,10765,12141,11698,13747,11309,7367,10618,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/22/2020,174,6,22,NA,NA,6780,26,743,,,,147,,,1222,2815,10850,12191,11753,13784,11354,7408,10693,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/23/2020,175,6,23,80347,NA,6797,17,730,,,,144,,,1237,2847,10931,12263,11805,13841,11413,7474,10765,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/24/2020,176,6,24,81374,1027,6819,22,705,,,,132,,,1250,2895,11049,12338,11866,13894,11467,7512,10804,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/25/2020,177,6,25,NA,NA,6836,17,693,,,,136,,,1268,2969,11164,12429,11942,13972,11522,7543,10845,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/26/2020,178,6,26,82554,NA,6851,15,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,8,20,106,328,896,1404,3815,3351,,145,2875,205
6/27/2020,179,6,27,NA,NA,6870,19,641,,,,115,,,1275,3031,11310,12519,12014,14059,11575,7568,10902,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/28/2020,180,6,28,83050,NA,6889,19,643,,,,121,,,1275,3031,11310,12519,12014,14059,11575,7568,10902,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/29/2020,181,6,29,83529,479,6906,17,632,,,,111,,,1316,3164,11782,12767,12182,14257,11704,7655,11043,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
6/30/2020,182,6,30,84751,1222,6927,21,632,,,,103,,,1322,3203,11985,12877,12259,14326,11747,7689,11080,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/1/2020,183,7,1,NA,NA,6947,20,632,,,,103,,,1345,3254,12166,12985,12319,14400,11792,7725,NA,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/2/2020,184,7,2,85573,NA,6970,23,632,,,,103,,,1365,3306,12438,13141,12425,14477,11852,7776,11175,,,,,,,,,,0,0,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/3/2020,185,7,3,86205,632,6986,16,598,,,,99,,,1386,3371,12658,13248,12498,14540,11919,7805,11197,,,,,,,,,,0,0,8,21,110,338,924,1445,3896,3423,,155,2949,216
7/4/2020,186,7,4,86813,608,7001,15,589,,,,97,,,1402,3437,12856,13350,12560,14625,11969,7834,11221,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/5/2020,187,7,5,87267,454,7026,25,592,,,,101,,,1413,3498,13010,13419,12606,14686,12009,7853,11238,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/6/2020,188,7,6,87705,438,7048,22,598,,,,103,,,1420,3543,13160,13517,12649,14732,12049,7865,11248,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/7/2020,189,7,7,88691,986,7061,13,637,,,,98,,,1432,3634,13450,13693,12780,14834,12138,7926,11292,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/8/2020,190,7,8,89515,824,7080,19,649,,,,100,,,1454,3710,13701,13842,12859,14953,12193,7972,11344,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/9/2020,191,7,9,90202,687,7092,12,650,,,,96,,,1489,3783,13885,13951,12937,15052,12267,8008,11376,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/10/2020,192,7,10,91206,1004,7108,16,646,,,,91,,,1508,3874,14127,14112,13063,15210,12361,8063,11438,,,,,,,,,,0,0,8,21,113,348,949,1470,3967,3491,,158,3009,219
7/11/2020,193,7,11,92001,795,7121,13,646,,,,91,,,1533,3939,14334,14245,13165,15318,12450,8105,11480,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/12/2020,194,7,12,92700,699,7132,11,NA,,,,NA,,,1556,4007,14470,14335,13236,15401,12494,8131,11516,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/13/2020,195,7,13,93015,315,7149,17,682,,,,92,,,1569,4054,14585,14415,13299,15474,12530,8152,11526,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/14/2020,196,7,14,93906,891,7168,19,678,,,,91,,,1607,4137,14857,14567,13404,15590,12605,8202,13600,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/15/2020,197,7,15,94873,967,7184,16,667,,,,88,,,1624,4249,15111,14729,13510,15731,12700,8245,11645,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,NA,NA,NA
7/16/2020,198,7,16,95632,759,7197,13,NA,,,,,,,1657,4317,15302,14861,13620,15830,12777,8278,11682,,,,,,,,,,0,0,8,21,NA,NA,NA,NA,NA,NA,,160,3062,226
7/17/2020,199,7,17,96651,1019,7209,12,680,,,,92,,,1690,4419,15567,15039,13738,15981,12857,8332,11732,,,,,,,,,,0,0,8,21,114,353,964,1501,4026,3541,,,,
7/18/2020,200,7,18,97388,737,7226,17,699,,,,87,,,1713,4504,15744,15159,13823,16084,12918,8377,11796,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/19/2020,201,7,19,98164,776,7241,15,703,,,,90,,,1731,4598,15939,15286,13925,16183,12994,8424,11824,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
