"V1","V2","V3","V4","V5","V6"
-6692.36399612472,-6676.9975528702,-6716.36750373659,-6690.55838145776,-6687.6681268751,-6689.37717893216
-6692.98522167549,-6694.93432673532,-6684.66734544595,-6698.42488611487,-6701.04412369419,-6723.39109636911
-6687.68049657018,-6694.05256247202,-6692.966641046,-6690.81835385017,-6705.03610729985,-6717.51818962318
-6681.69205535563,-6677.40165165906,-6697.40044860625,-6694.4511486315,-6709.89625125066,-6702.31210596234
-6690.35129338078,-6689.90901679747,-6687.96863387844,-6686.5717341194,-6703.29671592008,-6719.70974145745
-6700.27220692256,-6680.91048081351,-6684.69501627482,-6691.42271727298,-6705.46968101799,-6707.82135247071
-6701.68000455442,-6681.78185298203,-6720.78667446158,-6691.21092606343,-6711.87569174185,-6702.62605856566
-6696.85157061373,-6700.84282694081,-6692.94491962083,-6701.72199064235,-6707.70800986882,-6716.42816923631
-6693.59628128298,-6677.59419801277,-6700.32150651142,-6692.73690811714,-6717.17525850586,-6705.40770537439
-6706.20732398066,-6689.59747634409,-6712.34746416162,-6692.12307097616,-6704.1113421277,-6701.83015164005
-6697.21535930424,-6692.91184863691,-6686.68963046688,-6688.35465268851,-6707.53846027009,-6704.16600820822
-6684.74495259182,-6684.69510062633,-6684.49901407925,-6712.08159919385,-6699.60370664958,-6699.17704019612
-6682.92378445057,-6681.13382937732,-6693.01326093497,-6701.69363838058,-6703.87672087833,-6703.79247986928
-6692.85723018606,-6691.49780959649,-6687.69807767796,-6693.28964139396,-6694.40949153817,-6696.19758861264
-6717.45293652595,-6685.93382206458,-6699.00289895769,-6694.15603090177,-6701.60884923576,-6710.20189274419
-6689.0231317244,-6702.51277199662,-6694.54400732045,-6691.47759160194,-6711.25272469308,-6694.27381300065
-6689.94045276307,-6708.82318685908,-6678.47419578289,-6689.05493852607,-6707.10517337849,-6705.06481126169
-6696.94215336232,-6689.186148491,-6684.76291653381,-6690.3942398183,-6709.89899782472,-6705.31405705733
-6708.25279275738,-6699.40120576815,-6684.64041002249,-6700.45986970634,-6735.47214038031,-6707.94899547136
-6688.4249671285,-6689.25426989721,-6694.13034603716,-6710.50314525259,-6700.953168399,-6696.23748544803
-6688.79447040758,-6703.86713007521,-6702.12370364254,-6693.82114417005,-6699.7027360868,-6717.25137539417
-6676.93282915655,-6697.97279676828,-6688.39698444475,-6697.30372477894,-6710.91058453411,-6702.8781002155
-6684.03728257311,-6687.32460146792,-6691.6568160886,-6705.91338163097,-6703.45302551702,-6707.96230042217
-6693.89772503229,-6682.7448141327,-6690.99345243684,-6690.92553178059,-6694.24947557349,-6703.76367016297
-6689.91907823889,-6716.67890338557,-6698.64667159428,-6706.49475714757,-6705.50117537197,-6699.26956677288
-6687.06855961688,-6684.65344865591,-6682.17516460033,-6708.43884361671,-6716.11152678378,-6712.14433958239
-6727.01827207364,-6684.02763864172,-6686.55656771058,-6705.91439487252,-6722.41373846793,-6702.19440641261
-6687.23076322051,-6689.81477845065,-6691.09802615485,-6696.2293569475,-6700.42219442896,-6703.28584094864
-6688.65318533814,-6707.54471068448,-6698.58380367344,-6707.57203148163,-6692.08822450326,-6712.24916367528
-6694.98754038399,-6714.16396858596,-6691.84683643669,-6684.84211022461,-6691.032892966,-6705.02482423411
-6688.43646247695,-6688.16096051262,-6680.6153111476,-6708.05013702367,-6706.52888455921,-6701.09877264199
-6682.53373884344,-6695.1496914244,-6711.49946467172,-6693.78547482879,-6707.71033076726,-6706.84486927319
-6706.71857977694,-6681.58217957326,-6689.78979595839,-6704.35449680435,-6700.32798481127,-6720.02052579175
-6686.35366270829,-6693.8798878835,-6695.61298029567,-6689.85882339072,-6701.10372071103,-6707.3961606074
-6699.87196384576,-6697.35010599423,-6695.5994235063,-6714.59015752951,-6698.73354170359,-6713.16614027535
-6701.89787102314,-6696.26362816311,-6715.0842387951,-6684.50870568923,-6684.19000894989,-6708.56980419056
-6687.06497042282,-6681.32545316872,-6693.7350501709,-6712.14713109755,-6687.82757863589,-6698.73297334049
-6710.37067790097,-6686.92765165197,-6690.27229164212,-6696.5597901943,-6698.16870700978,-6743.43979543515
-6693.78145843445,-6681.24457565266,-6685.48610876608,-6677.21900934527,-6698.66908514744,-6703.36177204965
-6688.90442173712,-6691.89888098228,-6697.40687865248,-6696.12448461144,-6695.90435307908,-6730.12777774277
-6703.30724175967,-6683.64703793225,-6700.44120857381,-6692.4851980896,-6692.71213872531,-6709.33031839916
-6694.605961765,-6691.46842491377,-6690.63972750937,-6697.47209328857,-6694.74911601104,-6697.1983595877
-6699.78885900386,-6678.11636371549,-6697.82240869122,-6685.00251187504,-6700.97090835056,-6704.8247904776
-6693.03897866403,-6696.18288078186,-6688.95264093046,-6691.53827581749,-6718.63809695692,-6701.94898724518
-6682.71209212558,-6688.67688656327,-6708.64576823107,-6688.53819720021,-6699.1611883009,-6712.58367670457
-6697.97651703512,-6694.3739372666,-6710.62007552231,-6691.20337490834,-6713.42379649458,-6699.31670679069
-6706.64757388746,-6680.304155117,-6704.85766650942,-6702.94844181304,-6698.09600419184,-6712.84868830813
-6697.45084750128,-6694.37225775175,-6696.6062560757,-6697.39098891272,-6693.1857151855,-6697.07747698744
-6694.87173150238,-6689.34700739476,-6697.78509413662,-6707.82804162651,-6689.8796168645,-6691.64012390463
-6696.32046517266,-6681.27035434085,-6694.58954000284,-6718.53425908072,-6690.59430900735,-6694.93274986257
-6707.55943498445,-6681.86611536946,-6680.74218670172,-6704.97237853877,-6686.91811959858,-6698.63268760253
-6701.28688803006,-6691.03061991547,-6699.52170139732,-6703.58322088243,-6707.85923878018,-6702.24743774617
-6706.04165954612,-6703.48304079849,-6709.93005115398,-6706.50080904032,-6718.97170897258,-6698.14544672851
-6700.55543687008,-6692.99052753366,-6721.25117621178,-6692.06153169039,-6718.39065840979,-6736.65220635587
-6692.6436426217,-6689.99752964975,-6683.71101114048,-6692.64453102759,-6710.44742538117,-6713.87196494613
-6686.54519501923,-6682.12894980887,-6680.58926320946,-6709.84201510725,-6706.84804605287,-6726.64139863476
-6691.66937354163,-6687.31150974742,-6699.62067564004,-6710.95622902718,-6700.3695082416,-6694.11492423144
-6688.20549806296,-6691.93290256592,-6701.49947635486,-6687.25699427785,-6711.20442380887,-6723.56215755182
-6703.77846082611,-6707.64861366022,-6689.857763993,-6691.67836165233,-6718.67911075986,-6685.48442907225
-6712.32269440069,-6713.7737024433,-6686.50685862217,-6701.309193358,-6703.74274803034,-6716.9453773602
-6705.74059845128,-6687.72032763979,-6704.17201322777,-6682.22862426355,-6701.82519273726,-6682.38538086596
-6686.59821585843,-6690.46171773839,-6713.69717802489,-6681.53660722194,-6698.08036952966,-6700.55696616407
-6702.37634707279,-6701.58469524266,-6706.64877138472,-6695.95729235322,-6698.1224594538,-6696.37825356117
-6690.41956776391,-6702.58743989372,-6693.92841997985,-6695.05206282644,-6699.8691097237,-6701.70902949181
-6695.87702829991,-6684.46415837063,-6686.10999678973,-6693.44221758759,-6706.75019993929,-6698.54638598361
-6711.52800168201,-6679.18505913057,-6688.02327045063,-6695.7810152977,-6696.69720350459,-6719.88552671807
-6681.61890902052,-6682.85176948482,-6685.41532876557,-6697.84421091108,-6693.03216205995,-6708.1095034693
-6698.05057654859,-6690.53439012864,-6694.55506434417,-6692.33990194532,-6700.25488951116,-6703.00147010785
-6688.48198612884,-6705.50356021557,-6684.79154297624,-6702.10548662926,-6704.27940785456,-6701.73341049563
-6685.21552225993,-6707.43164481031,-6697.54032080172,-6696.94430910645,-6706.79111980829,-6707.89966566739
-6700.91339788545,-6698.6730559705,-6716.71778238456,-6713.48141359252,-6707.97650042552,-6717.17024829038
-6692.97435940654,-6702.59506261013,-6703.01962045275,-6693.50152248511,-6708.85808276345,-6695.75664081245
-6681.22684878116,-6694.6722789995,-6691.00572874136,-6682.74732097501,-6706.26563215769,-6696.84199918357
-6698.64488489601,-6698.80841659609,-6700.24869783545,-6710.56432964923,-6708.95347658002,-6700.30563332448
-6687.95550868388,-6698.51716821808,-6686.15718780381,-6712.68029009339,-6706.81160582138,-6699.40187608715
-6682.2331819208,-6686.75692870124,-6689.26697100432,-6691.88477842118,-6709.77106752516,-6718.40785877988
-6695.03542889765,-6697.88529543543,-6689.55078764249,-6693.56651107435,-6696.29282137052,-6699.11568032811
-6690.81989098603,-6698.10327808348,-6725.58337423852,-6687.1520825344,-6697.93838891809,-6721.41650468265
-6683.81102717765,-6699.22349525136,-6688.71988878928,-6697.50180433803,-6697.74408475425,-6711.87992778692
-6690.43724069156,-6689.71719517439,-6696.93163865013,-6706.80500915427,-6706.5172168243,-6712.57885694695
-6691.51282214409,-6704.50089845485,-6689.7815339987,-6694.7654567939,-6702.05378369512,-6712.91904418211
-6691.66065475368,-6696.02241174254,-6689.68241491567,-6713.21593002272,-6695.05728827704,-6697.9747996168
-6690.15946890634,-6695.3026102081,-6691.45364889521,-6687.37126956165,-6697.53442091559,-6707.32358538524
-6677.75188320578,-6695.69277009955,-6712.02398052981,-6704.32512870853,-6705.16352766847,-6702.33346455114
-6678.58049195348,-6679.74245812041,-6689.44326765059,-6704.24458998844,-6711.14821023507,-6709.96027860064
-6683.37201548926,-6690.86304048177,-6700.17672336728,-6686.66663653175,-6697.94342107205,-6706.65229117518
-6674.65498513406,-6689.67656312582,-6689.84211852305,-6696.49178006514,-6714.1470662382,-6706.94382049198
-6688.92390359631,-6692.71465692833,-6698.72425222137,-6687.6007490917,-6699.75472754391,-6715.32148867476
-6682.79003896601,-6690.51288640781,-6693.26581103715,-6688.25280144524,-6693.92102978165,-6709.98409421312
-6685.8157240631,-6682.66911793449,-6697.65105211959,-6690.7317893728,-6705.32111258434,-6703.68377568101
-6687.7422927846,-6686.48018417643,-6720.64850888202,-6691.31073940099,-6723.05973826713,-6717.75050770822
-6691.33630061905,-6715.04325871669,-6696.77267466523,-6694.19836743021,-6708.28147344234,-6692.36175049572
-6683.83891542288,-6696.73595238265,-6699.23012756811,-6695.82794208794,-6717.16971284645,-6688.64042650405
-6679.29180432979,-6680.21504143637,-6692.06574971944,-6698.82593087775,-6711.74810709367,-6692.38770208031
-6667.73621441395,-6681.83897528703,-6682.59756800269,-6688.13633060261,-6715.07244019998,-6694.89152579489
-6673.83470936315,-6681.72098408929,-6699.7630629113,-6729.5134433932,-6706.31095649404,-6696.18840887523
-6679.11803916915,-6701.02716594135,-6699.62989836001,-6708.54178840549,-6709.46810555925,-6698.4776241993
-6682.84085582034,-6682.80984170945,-6687.58169110408,-6679.06455865194,-6715.88734550711,-6700.21787127249
-6688.06433232604,-6688.62190912046,-6674.16413093902,-6689.88681964306,-6698.54376326459,-6718.8618958162
-6688.90254634657,-6698.08398146519,-6689.02805482028,-6689.61881510967,-6701.71792758464,-6696.93291807353
-6690.61819097391,-6681.66179392111,-6682.36026678105,-6683.8833618444,-6705.52037958764,-6701.13603621502
-6673.23883673007,-6688.90052264394,-6681.50272591965,-6686.82394427072,-6686.79590477202,-6727.32311252273
-6682.32011288604,-6687.79853371104,-6682.06542050452,-6694.70425136814,-6705.94893183273,-6731.96429601524
-6674.25443601404,-6693.05936476897,-6677.74210650932,-6695.34105737778,-6686.30156942097,-6712.33333624741
-6679.69344953185,-6722.31205692807,-6709.48943661929,-6690.78246018118,-6691.80970371989,-6716.80941900231
-6698.90742878808,-6682.01889542313,-6688.00293410417,-6693.96188930488,-6686.61221915485,-6711.02397216768
-6692.74220219253,-6712.49470379161,-6689.97844511507,-6697.89930478481,-6697.34219846838,-6706.65536490328
-6676.69026783373,-6684.13784472436,-6700.61596453207,-6702.70674378966,-6685.96693833558,-6698.41512335851
-6696.19435220521,-6705.60943725324,-6706.16776994877,-6694.66225802903,-6701.01059798616,-6701.70345201857
-6681.7701446609,-6683.83779048217,-6680.58068820219,-6699.97376190072,-6696.12974308487,-6727.27983165057
-6709.41885180075,-6699.95737289957,-6691.38863614809,-6718.68331416613,-6701.89625391693,-6711.34223652669
-6693.91381883265,-6681.84877573549,-6684.796087923,-6691.5681752254,-6696.52774894529,-6701.8487752737
-6679.04296344447,-6677.50871707252,-6704.55877203404,-6688.63408477428,-6705.08198966908,-6697.69505611081
-6680.92040404786,-6693.55756760271,-6691.53378142941,-6702.2530700756,-6699.78074041117,-6700.37751506085
-6686.90685055426,-6693.91943870638,-6684.64476107533,-6693.94817454327,-6700.81759806073,-6700.29818481154
-6692.22071595286,-6689.49502436109,-6687.15019432604,-6700.09766134828,-6705.26554336133,-6705.57548578727
-6681.1471494554,-6680.52609396047,-6699.79955114997,-6699.83074633871,-6697.13173327458,-6703.67135695309
-6681.30086022433,-6681.76135083939,-6695.84326405298,-6696.17745314044,-6696.58857329655,-6703.17394474854
-6704.536071583,-6709.42792361256,-6690.01585567451,-6687.26999216669,-6700.45425117558,-6702.82881514393
-6681.03166913227,-6683.20423166265,-6709.71019548458,-6710.50900002084,-6691.28458055513,-6704.03253051212
-6676.01609490484,-6680.33394283101,-6703.76286682385,-6697.79945121327,-6701.95788539007,-6712.56184865052
-6681.49707324537,-6690.29653592113,-6697.40234143482,-6690.75328042194,-6715.14295360517,-6705.78883454765
-6680.83376728472,-6684.04606063583,-6687.93173073625,-6700.44753101309,-6697.53754028791,-6710.7913044724
-6676.37376277953,-6704.6033656395,-6698.75812609083,-6693.24736213456,-6694.69507535817,-6706.32418485647
-6685.36231292275,-6701.63669280046,-6716.28403608047,-6708.65426992364,-6722.16171461034,-6727.75422402795
-6680.68972003423,-6691.93704197597,-6686.41389797811,-6683.27812912673,-6700.87488865345,-6710.10941728158
-6687.51986226291,-6686.76188670127,-6687.4120875623,-6698.12492389038,-6702.19346728352,-6707.25067115064
-6683.00597784272,-6699.02138943939,-6690.66654752232,-6688.57700441833,-6702.75534963503,-6719.78784183531
-6704.21692725602,-6692.18113760593,-6692.60331497232,-6692.15831729011,-6696.01153640489,-6698.71967888688
-6681.59484239547,-6695.27155408038,-6693.12982043744,-6683.4077711718,-6690.4245443527,-6709.11608766518
-6708.02968104312,-6690.32201664359,-6688.97807806219,-6703.88854568044,-6692.65894002328,-6694.549286681
-6686.00177983008,-6717.04117460987,-6680.35942489792,-6696.21074555844,-6693.932997586,-6707.08089831708
-6681.17971690934,-6682.24982804799,-6676.28886525607,-6687.59076235985,-6706.4834170052,-6686.10717010207
-6685.65690264741,-6699.07172182267,-6689.00767512836,-6697.525584904,-6693.80282232746,-6691.58755206696
-6677.39607592865,-6678.60555439493,-6698.63448452216,-6696.57851952047,-6699.72566281922,-6693.87284798045
-6683.48835808025,-6692.37778740898,-6695.35658551468,-6699.50456933294,-6705.09001904981,-6689.38011990841
-6682.02580781016,-6697.5356339314,-6683.09002365604,-6689.9793228482,-6683.6251260571,-6692.07887517402
-6695.76383960988,-6701.73306836169,-6687.93993997551,-6699.97905752757,-6692.47105875194,-6702.64095065206
-6677.47452326734,-6680.1779190422,-6684.73368577877,-6712.12702697,-6707.91021592528,-6698.26019309266
-6702.11885643129,-6709.26537100451,-6686.97993937112,-6707.0990110373,-6704.38042527192,-6691.83524632363
-6681.6824338111,-6711.23716745978,-6675.9442529179,-6702.92608570756,-6709.64137264004,-6682.70036853492
-6677.80184781646,-6688.140923264,-6702.01282809596,-6696.71672874768,-6704.38915273114,-6681.47726974999
-6686.72434511798,-6690.15159353583,-6700.11852116813,-6703.04675659711,-6709.48963600932,-6700.89830152572
-6679.09808547753,-6696.8365998022,-6689.0053677426,-6700.21926371315,-6715.67857476989,-6701.12963356123
-6679.16830847755,-6711.8736192162,-6690.04981706829,-6705.90512770723,-6684.51574697247,-6707.39116816363
-6682.83345010986,-6703.21928832066,-6688.02395187783,-6696.98373925583,-6693.82695616334,-6719.72719995442
-6679.3858297588,-6697.8074542731,-6701.61531000021,-6699.03165116431,-6697.35406430026,-6704.50934599699
-6689.10078617264,-6688.86453837805,-6711.20895503298,-6699.84429224161,-6703.46784882918,-6706.69644886011
-6695.2321141474,-6690.89225331705,-6695.84691615209,-6694.63211907547,-6711.99651735643,-6724.74078147496
-6679.62673078863,-6680.34050352202,-6684.6480627077,-6703.63913813078,-6697.95425931599,-6725.87057826614
-6680.34271174425,-6683.16353184137,-6694.56144669227,-6707.27168731992,-6694.55830561763,-6707.9779342854
-6676.81323706595,-6690.3782991423,-6698.35541117037,-6690.20086302858,-6698.59496884771,-6703.61745451159
-6676.72819767269,-6688.52904892908,-6675.05311366492,-6693.82480482538,-6709.03444294028,-6722.47309329279
-6686.94554087041,-6686.03703467293,-6683.97220027007,-6697.74554074636,-6707.68885460231,-6708.39977105075
-6700.71738617986,-6684.60164040154,-6694.37899926248,-6696.36300285955,-6696.63298568382,-6711.21421213438
-6674.06049543384,-6691.76973508377,-6690.41090623157,-6705.02526136917,-6719.84626239152,-6722.74033054052
-6690.69041788348,-6694.27937063874,-6684.18767038251,-6700.03290986173,-6697.86126106865,-6716.65865754056
-6676.3295399953,-6685.75481183754,-6696.28422740022,-6688.28963503953,-6706.37055314087,-6707.35756113646
-6681.40530679167,-6679.6845042994,-6689.728229938,-6703.00816741258,-6700.06757073514,-6723.07206760364
-6675.47010748622,-6689.0068110232,-6691.689453614,-6700.5410744712,-6697.42293200782,-6709.29532511976
-6709.86673879032,-6693.38377617002,-6689.39636247843,-6700.7221230742,-6701.78980843931,-6704.19203830781
-6684.87990968971,-6702.23585388177,-6686.14726753718,-6724.40889488669,-6703.93211704841,-6721.54984715089
-6675.50500464316,-6711.28645540718,-6708.7546000259,-6705.51146143992,-6690.01782220146,-6703.85625908067
-6675.31912261096,-6681.03242141001,-6687.92553528511,-6710.03665733567,-6732.79638702917,-6718.82149062346
-6731.788556978,-6698.79546293282,-6690.56827007204,-6701.15017210053,-6687.92673654682,-6703.90944630936
-6677.0729742919,-6679.56664021002,-6685.00154592701,-6707.5892893629,-6688.61050445137,-6712.69848313979
-6683.35388456294,-6694.80924096421,-6703.61734247743,-6696.67632901327,-6694.23484151085,-6718.46704500147
-6702.21405720262,-6690.72308757057,-6690.24560633028,-6699.92244678879,-6691.35050728617,-6709.14504605348
-6689.7565056055,-6697.4908699044,-6690.23293773675,-6700.56581687524,-6686.29997330514,-6702.53717146408
-6691.20760552481,-6692.20208609529,-6695.92192397117,-6696.1596334713,-6716.07937788759,-6704.32861985591
-6691.66657940749,-6689.38942264967,-6702.85640160488,-6688.43459700028,-6721.06784161381,-6705.07342101581
-6685.44513277806,-6708.18710707243,-6693.16952084777,-6689.60611124882,-6704.91683391894,-6711.67510880274
-6677.23077957498,-6695.33365526903,-6702.79996681342,-6700.27471816299,-6706.30354969376,-6688.00083283066
-6686.73830432721,-6697.5307014417,-6698.30769212195,-6689.303788422,-6697.51160586156,-6712.3880334585
-6678.09239361566,-6698.15844381756,-6697.14509732943,-6691.02668288394,-6712.18810098744,-6709.45736991914
-6692.79907147478,-6699.77256246691,-6687.04603415935,-6696.57770956365,-6693.15680660886,-6693.86982083364
-6690.90639226474,-6699.08536450205,-6707.39254647129,-6690.26965199419,-6696.77412606475,-6706.83681567853
-6691.63171726707,-6697.99927571102,-6698.6441921759,-6709.70229759528,-6697.49918228168,-6752.206650807
-6691.37697771102,-6692.35777435731,-6707.47308195819,-6692.51955343379,-6695.39673518912,-6713.66976662753
-6705.14496420829,-6682.31903622543,-6681.85304805937,-6689.9923031675,-6706.37896799845,-6711.77381204879
-6678.29285036708,-6703.37154411909,-6700.75398794553,-6687.79100946113,-6710.6547652128,-6705.37244155849
-6688.10841819972,-6699.17867703359,-6703.43143657039,-6701.68665550236,-6698.89951010627,-6718.30769252404
-6684.99579730263,-6692.280866156,-6697.57142864612,-6695.40131403183,-6699.89740503979,-6698.54583177032
-6672.03439921515,-6699.73806107985,-6679.10695532456,-6702.30117271405,-6694.21903459332,-6719.28516802108
-6680.90971461275,-6711.53679164708,-6691.18666514115,-6695.69812093322,-6705.55802951376,-6714.67564451264
-6687.16805765768,-6689.32502654725,-6690.25092535973,-6691.58918367142,-6701.83176162876,-6719.27986621184
-6701.6024974342,-6690.43600359852,-6708.4175008937,-6709.58155205931,-6694.05776698517,-6708.05808601206
-6701.60824445585,-6682.48453368898,-6680.7237695516,-6713.45014767036,-6711.26573271966,-6726.63336530534
-6691.31585126744,-6681.97287004385,-6689.25569418458,-6703.85002058072,-6706.21659834337,-6711.35203287458
-6698.37246628941,-6679.01840742468,-6686.67688582594,-6694.51829737961,-6698.05520401192,-6719.19053879372
-6692.84205517137,-6675.7585914609,-6690.54093351492,-6703.97730707617,-6696.01099190622,-6699.4545363406
-6684.76967190486,-6688.10727086064,-6693.4480005338,-6693.69737857716,-6700.51867850776,-6681.5568995448
-6683.06239278604,-6707.29689986453,-6677.34201650551,-6700.49872922997,-6705.07326846606,-6712.45858475467
-6692.74257544648,-6706.82728474978,-6686.94242394312,-6707.55954156166,-6711.12455089326,-6706.34996313553
-6710.1236061023,-6671.38345220988,-6692.65461316984,-6690.10918146692,-6694.27922824094,-6726.93273197651
-6686.46062387506,-6689.14909503692,-6693.38170989376,-6700.37137149439,-6690.74864257675,-6706.18794031482
-6681.88641749758,-6687.84119134452,-6699.73818824521,-6692.77052714383,-6689.03709509901,-6716.14384793068
-6687.75044428787,-6709.40189865257,-6691.48014992639,-6678.81029189404,-6710.83810681837,-6719.4037773182
-6679.06104192904,-6689.17239310681,-6697.17884599888,-6690.0898832901,-6713.77799690625,-6698.20472828595
-6702.0916668603,-6697.96062817052,-6685.53349431035,-6689.01251101435,-6704.02515407866,-6700.35808696587
-6687.73868796391,-6706.43310653076,-6677.48032237406,-6746.036064547,-6705.66711623809,-6700.73812307366
-6672.74322046817,-6687.06088670869,-6690.82326836722,-6712.60390787707,-6704.46034023947,-6706.10915692073
-6683.43066594514,-6686.73023247272,-6699.58512529865,-6697.30293371806,-6707.98232033679,-6702.1992242592
-6682.44502347631,-6692.55703189168,-6696.63101687719,-6696.71078870789,-6703.61099826319,-6701.00782389465
-6677.37902845839,-6673.55645694012,-6694.07765144533,-6696.8437796173,-6716.67911400371,-6719.5382893715
-6693.75620275013,-6686.57197956126,-6688.47074560401,-6722.32653663186,-6697.53856553574,-6705.71174698514
-6680.51598718469,-6687.9759448693,-6691.80166093481,-6702.19619617341,-6743.15547503476,-6702.66648973538
-6702.37425417775,-6698.17245435457,-6690.51896441074,-6707.13846139453,-6693.22491137762,-6710.98777949478
-6694.01440906452,-6695.90619596021,-6689.08182826539,-6692.81146310347,-6715.64525975016,-6704.49869907532
-6677.31438999274,-6687.04214655499,-6692.15765768882,-6695.7947700096,-6686.54858445997,-6729.25686274974
-6682.61545005738,-6682.66824051504,-6701.80771326815,-6706.51298050445,-6690.32762525672,-6698.56758669463
-6700.58547435042,-6692.50501511275,-6695.38652714188,-6701.64267311286,-6701.42571507419,-6715.29084541421
-6695.16523620497,-6670.46480003852,-6685.57045119143,-6709.69525376412,-6714.74788978632,-6706.22420548447
-6680.96925393759,-6678.55897376505,-6694.59551093566,-6700.4480005748,-6703.51885169964,-6721.9793905237
-6684.31543655525,-6686.50994805166,-6693.39284327559,-6698.7914755454,-6689.9636152314,-6698.27677966358
-6684.20661986821,-6679.41521022869,-6693.4552317703,-6700.40382871967,-6695.04890929928,-6706.72070540961
-6683.05452605946,-6684.63001031686,-6694.30799962794,-6708.49840453712,-6694.87800123076,-6699.33448200286
-6669.40901351687,-6692.09277759488,-6686.43086038423,-6705.68045958809,-6701.35710116016,-6719.11236432885
-6689.6638173393,-6689.35467113825,-6683.39363915041,-6696.88791012341,-6719.26942675684,-6724.43126264533
-6682.49125993549,-6680.64807290625,-6692.41252038304,-6693.13641263113,-6704.23317513294,-6715.18896910424
-6681.98000473375,-6681.90546905606,-6679.44878285202,-6710.81402561799,-6696.41970728591,-6708.99193853541
-6683.0622943466,-6691.19982811214,-6708.07963557208,-6698.0510039987,-6703.10967337292,-6709.04140481573
-6698.60774627308,-6694.55222760575,-6683.16567418517,-6702.87275916752,-6698.31726598576,-6717.50157592908
-6678.24220341357,-6698.33669989519,-6696.85927016962,-6693.95553406476,-6697.06895975709,-6715.33595968777
-6684.85134455452,-6684.19255469597,-6693.2697114572,-6702.88987692549,-6693.99401959579,-6726.57768562496
-6680.71145396171,-6682.73127349919,-6707.91504820733,-6711.47286182168,-6696.72492734712,-6723.58677100684
-6695.66292491194,-6686.32945463862,-6741.46619523981,-6698.02917758747,-6696.11894501371,-6719.87415686026
-6677.65545478907,-6694.10032331878,-6703.33067361113,-6694.40697089649,-6689.24362916006,-6715.48592525163
-6672.00748064163,-6690.23852604992,-6691.98985089563,-6701.83262841036,-6718.46373364794,-6713.17179034013
-6680.01855622105,-6687.49653124501,-6694.52925054432,-6690.99361151494,-6690.66124851475,-6697.06250235143
-6694.75337259501,-6699.15268895908,-6703.51091901049,-6694.12071337437,-6724.38206052306,-6708.04804682042
-6689.53033528394,-6689.63213773836,-6692.82980009876,-6695.97651040633,-6689.81108417097,-6695.50066491086
-6677.14257852083,-6675.03384917301,-6682.95992996612,-6695.86536125635,-6689.66422635371,-6706.54488904495
-6695.07860108415,-6682.11830954118,-6685.02312021099,-6686.37416004492,-6709.4057016955,-6720.02247406204
-6686.96455932208,-6700.25130572459,-6694.03457485243,-6690.54565759555,-6712.61642633312,-6703.69685720508
-6690.88783641042,-6694.27287263445,-6687.35512854447,-6720.93570458382,-6703.29543209157,-6722.9696679724
-6677.68616450745,-6697.34283035192,-6690.28299593708,-6704.81705509874,-6700.18490656737,-6693.49588357392
-6686.03007831422,-6688.85579787098,-6690.54706410982,-6692.17421916189,-6702.60897270865,-6697.88387321794
-6706.15704294867,-6686.159565878,-6701.79187970921,-6697.90424858829,-6704.77510469036,-6697.20900963584
-6687.54251097154,-6678.98819207527,-6695.44272716795,-6701.23193879253,-6709.38898802297,-6719.97246535014
-6693.25435757694,-6689.21730454806,-6700.02215411645,-6705.30690046232,-6712.85656958652,-6710.91079185508
-6692.08214817714,-6687.12661998857,-6691.58440622212,-6700.68493447749,-6695.3054858469,-6721.07240617345
-6700.50619157482,-6694.56976177768,-6702.3423481995,-6702.25089933237,-6707.57486592124,-6719.41050457454
-6695.65792582933,-6678.3623998722,-6687.60079982977,-6686.12550768788,-6736.79080936614,-6710.36610735463
-6690.56371403532,-6699.35616198982,-6695.20069043676,-6697.79542784768,-6701.42419512942,-6714.97148374544
-6692.05623484472,-6681.98733171943,-6702.00374075881,-6698.18036546939,-6701.47812618568,-6699.57973626151
-6687.0476589633,-6695.72731553072,-6697.13535939732,-6707.46031416723,-6702.34208432129,-6719.89836773053
-6686.47896544131,-6683.42381543012,-6684.45982943972,-6691.37737668976,-6720.87524288313,-6717.84262132388
-6687.72384268315,-6674.5134217668,-6684.84622698067,-6688.57703724051,-6712.84374878935,-6704.44663062555
-6686.26402801461,-6680.51630004186,-6687.24175998123,-6692.59438424554,-6701.08530108823,-6706.16456822636
-6685.91973119095,-6683.84932463041,-6683.34932773487,-6682.94247923847,-6686.18018704887,-6708.88955581889
-6685.45663379566,-6677.43997121597,-6694.16349182172,-6715.05449127746,-6700.48551878093,-6708.23655190443
-6694.20274668402,-6707.17543203748,-6684.83869419788,-6684.4151788519,-6710.18420601634,-6717.12204050612
-6680.96770853075,-6683.39663408194,-6688.56275543586,-6684.12338025174,-6699.59579694857,-6711.28509096739
-6689.40245886679,-6676.39091651477,-6689.24392104969,-6692.4767417258,-6751.42302352746,-6712.46465398402
-6695.0449675209,-6691.24451253473,-6713.84821599816,-6709.29335184401,-6700.45189450181,-6704.64690056285
-6693.27485885589,-6692.73777434824,-6683.5675349051,-6696.12128595949,-6692.1541951651,-6712.6461238801
-6701.71624971736,-6679.64896889046,-6685.72529228276,-6706.43845601947,-6719.80618958583,-6700.55483047473
-6681.28716329292,-6698.72931588241,-6686.6582044313,-6713.50878846513,-6707.40474516762,-6700.51830403703
