"V1","V2","V3","V4","V5"
-5266.06554906475,-5246.69123969232,-5247.14540558409,-5260.6629889073,-5262.3980296069
-5234.20750379907,-5250.36774297897,-5268.97459280007,-5261.7955934533,-5258.05780644711
-5233.12731061142,-5255.15370838664,-5268.58215339008,-5263.47298905928,-5247.79750644453
-5261.55646246224,-5271.97941503234,-5272.16059832886,-5277.9188589239,-5276.06806632638
-5253.08487427825,-5261.24081435962,-5247.90921879143,-5274.2499505428,-5263.90384321835
-5257.63740892219,-5276.22661188136,-5251.47821041662,-5266.50342904768,-5262.77002768214
-5297.16375167747,-5233.99206127894,-5271.80083431075,-5251.60698418027,-5298.69459238416
-5242.53684144601,-5271.57152162928,-5279.95854470843,-5256.26326221264,-5269.38304119181
-5244.93849456169,-5245.17027426022,-5276.77394320286,-5262.86116269859,-5254.37974331254
-5258.18724986025,-5277.15386212635,-5235.36280366253,-5262.02552737975,-5276.66815433118
-5228.91787740045,-5296.98352137392,-5287.67761153662,-5253.91130975671,-5258.07798086904
-5249.40931068994,-5285.79297712043,-5267.59678241445,-5259.64922160753,-5279.21938730868
-5226.4237450842,-5225.96537070444,-5302.19001775758,-5272.56638738124,-5262.66285362443
-5249.03741627733,-5254.81888470473,-5300.91052070695,-5272.44893327137,-5274.32708553642
-5256.65487292802,-5262.72209705701,-5250.81397833886,-5252.97865571448,-5253.83722493621
-5265.93318119532,-5245.36801082992,-5270.82221118355,-5282.0853575068,-5248.75346529401
-5253.18515554568,-5272.28846619613,-5272.51863119952,-5274.4857991361,-5254.94825091928
-5242.69749186182,-5251.99519528378,-5262.34812336846,-5267.91737491182,-5267.3614664642
-5268.88551568821,-5267.32133961636,-5264.02931507769,-5247.70999081563,-5281.84248348055
-5233.44835530921,-5267.47607126075,-5266.92133833013,-5242.67054552948,-5283.66283975269
-5258.81510621094,-5259.51696688935,-5248.08889774339,-5300.50282175634,-5293.06779169
-5293.62942219191,-5258.12328397596,-5270.29091747025,-5246.27100033127,-5234.21691521883
-5216.3592424124,-5259.38613777141,-5266.51523284592,-5246.94407296387,-5273.77419341241
-5245.69605618626,-5251.53126164116,-5262.86809145541,-5250.49807557391,-5266.15994776486
-5253.8891936784,-5221.95665176724,-5255.13040628711,-5255.00573092798,-5264.96988567335
-5252.27130277535,-5253.46491453987,-5258.10226734033,-5277.93356277893,-5268.16794221133
-5251.83429195648,-5239.27639079101,-5251.5804834182,-5294.60044552292,-5253.77317258725
-5252.59867063057,-5244.50266541685,-5249.39753968819,-5275.91892998213,-5238.44666526539
-5247.1341563686,-5254.51549029376,-5275.73627090374,-5256.39208981127,-5250.52270873069
-5274.65576011426,-5235.32473004745,-5266.51341760279,-5293.85881677996,-5280.75114355965
-5248.27359142808,-5259.73747577454,-5247.23324040999,-5278.48210382723,-5274.52992973713
-5229.15162835476,-5253.12042029452,-5274.82712236555,-5290.60012164939,-5243.59329363971
-5257.28986867483,-5237.51110176655,-5251.02981111806,-5285.67269138592,-5258.99569130326
-5284.40921390267,-5244.33130058068,-5232.634497932,-5269.81684295509,-5255.2025909544
-5255.5666769743,-5266.63732174952,-5223.42830624715,-5270.34764862605,-5269.75985862182
-5262.37338453061,-5264.41939743384,-5243.20370776415,-5271.51323348914,-5236.91905314084
-5274.72651345703,-5263.16213807116,-5263.86397779105,-5284.97937073919,-5261.08758941305
-5271.73278090398,-5247.29258014697,-5248.89246619303,-5255.55181363037,-5274.41981598998
-5247.26057380992,-5231.21899300246,-5240.72223882235,-5271.46966748198,-5240.98940648277
-5245.62037829467,-5223.27085679648,-5248.38472959769,-5270.89017658646,-5227.87166005291
-5245.4286373,-5286.8520635834,-5248.53147733898,-5285.48148061473,-5263.13449657928
-5240.0912630881,-5246.38098402348,-5282.67621843838,-5249.730443748,-5255.41059279915
-5258.44243870291,-5230.48308724788,-5250.50225932055,-5257.95911495785,-5264.98333524308
-5263.41358320606,-5279.49458282867,-5238.51951085336,-5267.26219982893,-5252.48349864796
-5257.29316804762,-5278.92523823786,-5234.8954785375,-5272.89381648115,-5244.21759719877
-5276.74469856203,-5244.19962651562,-5250.65930073671,-5242.78057029814,-5237.83896138743
-5244.77529164246,-5240.69529984761,-5235.17716088939,-5253.62021807089,-5272.63933834991
-5248.4543653339,-5246.44604349296,-5247.29914179916,-5278.74132830799,-5263.86571609027
-5248.80190468357,-5222.55557782205,-5262.74745793374,-5245.51293144459,-5268.27493480483
-5256.24040135891,-5230.14937865009,-5237.35599267825,-5275.45196976916,-5256.56988565531
-5256.71142604453,-5247.9519877329,-5234.61182615902,-5251.29102647951,-5301.87699507171
-5248.29071851847,-5242.27742715387,-5294.09540791684,-5255.57397748369,-5288.80464639489
-5247.86927861509,-5238.44830173209,-5216.28432888569,-5206.47428734239,-5298.66727046987
-5261.68236884459,-5258.6259818065,-5252.9538115587,-5231.15250241258,-5315.69978123591
-5255.73184599598,-5225.05784820929,-5227.08768832534,-5275.25689997262,-5265.44165314821
-5255.69409064089,-5248.01510429151,-5232.51196280018,-5268.42103625336,-5276.80662637105
-5234.75009974775,-5226.114239978,-5266.3743676236,-5237.08446043977,-5307.82874098199
-5250.81475327338,-5239.4521946812,-5240.12093773419,-5269.62173734234,-5279.15005477353
-5261.37570729693,-5253.49432489923,-5265.73503003919,-5228.62221656573,-5274.5269845319
-5254.28711096421,-5237.63493024655,-5227.26606015322,-5277.11965717641,-5284.39951751533
-5213.85837306097,-5242.33356180707,-5250.77449807964,-5242.44005582823,-5281.36333172258
-5260.06532743881,-5260.10317541044,-5252.41234703804,-5233.09903725688,-5268.51459716347
-5248.65251391871,-5241.85995014501,-5255.17829732509,-5255.02120531054,-5279.64986895782
-5247.88967662815,-5272.23763100451,-5239.24947073288,-5241.65148295636,-5258.72301292978
-5264.73417404585,-5262.37315416173,-5248.25168298552,-5218.04274568374,-5272.00089245373
-5237.53296187411,-5226.12417573335,-5269.3579080821,-5246.98618107796,-5289.25813393018
-5259.07954274804,-5246.37778973271,-5245.94437235306,-5259.65128806476,-5276.03421630582
-5284.82886962168,-5253.60732731991,-5253.68854189944,-5248.21238341599,-5279.95995020559
-5224.62997165736,-5254.09152118155,-5269.56662990004,-5244.63841152499,-5257.14216713164
-5245.73612012854,-5237.83173510703,-5238.9854183633,-5268.41072998515,-5257.88933003773
-5238.19402902826,-5258.31977989759,-5250.17603591489,-5240.50803562874,-5268.21588780401
-5257.90956149833,-5244.75084355515,-5250.85808809612,-5248.33502723951,-5287.93114560977
-5242.54679735337,-5250.60465765618,-5253.1383698991,-5248.95466721662,-5271.57194053146
-5240.00888928528,-5254.07102611843,-5266.93889244275,-5239.06163420963,-5296.58762327219
-5247.76265309632,-5268.08260346363,-5220.70462000154,-5249.59369998226,-5256.51668525072
-5286.79582321114,-5254.44462773016,-5247.04313809494,-5244.09598520995,-5248.99382260068
-5246.77386044686,-5271.49827866515,-5252.2655530366,-5267.57968511683,-5286.84299580998
-5236.27066695282,-5264.29459669188,-5255.81377870681,-5235.13705119792,-5256.76490903621
-5247.55042591982,-5259.41948293705,-5260.15758133897,-5252.24124860836,-5251.50328913595
-5217.70334682957,-5240.98768435026,-5233.33556876063,-5235.01249526435,-5263.1236682883
-5264.99330571217,-5231.18945065484,-5279.64445870065,-5254.0705881254,-5260.17772414863
-5259.37137820805,-5242.28857529668,-5250.42834507542,-5257.31620399318,-5271.04867556853
-5274.35281377019,-5253.95381850262,-5226.85628379566,-5245.41252055595,-5261.74843688817
-5249.20890818626,-5266.31472891768,-5247.44467492236,-5242.76394218499,-5277.8892477572
-5288.30631879643,-5234.50091816529,-5258.24380291756,-5265.6249972607,-5264.36993037645
-5224.94058003843,-5262.30304249278,-5244.40613167328,-5260.73436751932,-5251.73270160336
-5237.00866307489,-5233.48968229056,-5214.61838716214,-5224.24416721994,-5257.80638614559
-5274.58695382572,-5284.59656256068,-5248.36182698819,-5224.01367088168,-5293.41263040387
-5242.2756515715,-5237.86103502255,-5251.47150319612,-5246.62672953346,-5254.85596857268
-5266.28005799756,-5216.00347427259,-5262.00149729257,-5219.63237244689,-5299.8445250852
-5235.31996547181,-5267.00009763007,-5232.33984934394,-5230.88142639483,-5251.50246159611
-5248.24289966104,-5259.0166594473,-5260.36958250935,-5241.15570406422,-5261.76172246295
-5264.93708945957,-5241.42510141896,-5228.04217126996,-5268.00025304985,-5257.38399402117
-5307.40649629114,-5245.07191051398,-5282.77750957255,-5251.15273693908,-5271.22910603135
-5261.52352620256,-5228.03647589702,-5254.65322220659,-5248.91978657772,-5281.48158825812
-5255.33639586167,-5260.23241019917,-5229.88648147515,-5246.10520618154,-5258.45689559412
-5257.60168557283,-5259.19935194746,-5248.83451470516,-5230.50661717749,-5295.9050051252
-5271.67952914402,-5262.23877807505,-5250.17730206127,-5264.16877246232,-5258.78310935734
-5258.83439260071,-5246.23056104875,-5267.16961259141,-5259.19769176152,-5276.84587312763
-5246.1921357664,-5243.96106131907,-5259.30894638794,-5253.56605815793,-5255.67162531838
-5274.08846799696,-5243.25614317683,-5243.38760896197,-5279.30527132437,-5286.25712136555
-5276.74391767299,-5245.65736532046,-5264.8391696081,-5240.63612871065,-5262.795541682
-5244.7033126172,-5246.2267437341,-5280.86876304918,-5267.11363808871,-5282.92265194604
-5243.28073355519,-5232.8697144477,-5281.14676735925,-5238.27952849281,-5272.39353181522
-5245.18237317175,-5250.56486865814,-5266.41021512761,-5239.30999257276,-5277.43834505946
-5270.23147811923,-5286.3538576455,-5261.1263147553,-5232.19043043928,-5260.39045403509
-5245.75848468625,-5266.88742826441,-5249.09268826043,-5264.33080256418,-5257.67596441346
-5239.29407328782,-5277.10406239764,-5256.15411730992,-5255.63657658244,-5281.31631152897
-5241.51706848509,-5270.19326095217,-5273.46046805113,-5266.41665337512,-5279.30773298665
-5255.51367004539,-5251.99000240763,-5253.56301691313,-5267.81948025254,-5285.08576316581
-5257.2646494235,-5267.41420426699,-5250.72460513557,-5256.46388766832,-5280.78732135393
-5271.56820316639,-5241.87218126216,-5255.21490664766,-5257.70202142359,-5252.74279698213
-5272.64553286121,-5261.70688866594,-5235.0315648893,-5269.34653592996,-5295.01657038285
-5253.65414421178,-5279.80250374848,-5253.56134285144,-5248.57328090819,-5292.59972193272
-5261.46586424315,-5250.98964797269,-5241.2823558719,-5251.85288867814,-5262.57223498038
-5256.20546589221,-5247.06597461995,-5254.86550447865,-5247.45734476435,-5270.23245979042
-5245.95799410346,-5267.33107496747,-5253.48864237379,-5229.77069525547,-5244.85432293529
-5242.76636609386,-5264.6494450867,-5267.09227756313,-5243.72858067235,-5279.47738668592
-5236.22533886578,-5253.71698266608,-5227.45940841325,-5270.0204475064,-5261.20840052112
-5262.0810850812,-5256.39906542876,-5259.3930575743,-5220.23839851597,-5248.13882092738
-5228.65808920203,-5307.28213497234,-5219.60611727061,-5247.94018160738,-5267.37200086728
-5272.99471521143,-5260.71605720805,-5261.90695843065,-5253.33956459596,-5258.39169144422
-5221.71348831985,-5285.66881885234,-5252.90424815872,-5257.84255709667,-5283.42776160186
-5227.50503961039,-5261.33621323172,-5267.24673748173,-5243.68093570833,-5265.41527245451
-5264.27307668924,-5243.94930085739,-5220.02830347824,-5268.8419083402,-5278.61806018852
-5251.15028412137,-5283.31560073369,-5249.85459625195,-5258.13560361149,-5254.70398870255
-5245.41957976365,-5255.00862639445,-5268.19981536814,-5240.14921068251,-5263.93237972631
-5267.65078882938,-5260.0868555083,-5233.38575765999,-5241.8109513376,-5249.3995038171
-5276.18990530172,-5253.00896614486,-5242.72444412762,-5245.67469371738,-5259.51298817987
-5243.99928833314,-5254.37883705085,-5285.98418150615,-5248.99657104637,-5256.19966713678
-5267.78633701566,-5255.78347660173,-5239.48632387713,-5273.08733665853,-5297.82755334099
-5247.80336632568,-5283.90061689961,-5242.30220492215,-5237.97947988329,-5235.76887646975
-5264.26929874885,-5268.56042383787,-5259.72551964973,-5252.43128266014,-5269.60397522729
-5236.56086200004,-5255.06328542233,-5266.9090208113,-5236.53530994551,-5260.26596760041
-5265.25811119527,-5261.9505214694,-5233.18575868153,-5240.02129335142,-5258.17676548635
-5239.96917600237,-5278.95540617246,-5264.09673301759,-5251.48391211348,-5283.08068772754
-5262.34709240955,-5237.51616846192,-5240.5620930871,-5272.7088753039,-5254.54236079412
-5263.36445300774,-5236.81495240277,-5237.33493149693,-5279.83864126121,-5267.32086675596
-5222.09994039859,-5271.37256164007,-5237.8840958547,-5247.43896146682,-5282.97089792654
-5256.26417408412,-5266.85696213423,-5255.14783838596,-5239.46608495094,-5279.53881957136
-5237.0081823434,-5279.19174341719,-5237.80832201043,-5267.83141753935,-5254.90498347862
-5280.3264969076,-5254.64710881205,-5248.01316398496,-5239.53913427947,-5249.82548228097
-5279.91731924411,-5254.29141307686,-5259.6328004392,-5257.56731247173,-5251.75578039556
-5266.9834504089,-5244.01008388192,-5247.8162170935,-5253.55057296116,-5289.56185184701
-5241.06495763723,-5248.17512208289,-5233.59131116736,-5269.77526190861,-5270.84462378879
-5270.04196552121,-5247.51345065994,-5258.61685759923,-5234.50582580563,-5259.19552539001
-5252.47836676955,-5274.69469354489,-5222.05200584031,-5278.64977538801,-5244.83463043772
-5229.62175135962,-5266.33112815951,-5217.48490025436,-5243.71474298168,-5236.3819563918
-5258.47606945871,-5256.51346420901,-5246.90496863666,-5218.19834863304,-5242.99908043566
-5256.76966246558,-5269.75588829428,-5258.50855051114,-5257.2624052285,-5241.36159791194
-5246.69940869971,-5228.80034556642,-5243.48960373223,-5237.78357548373,-5264.79267595855
-5241.49760178663,-5266.05429961189,-5266.93794308073,-5247.27004957355,-5281.65163730324
-5247.42405193996,-5225.82886340199,-5262.61946528825,-5242.03586558655,-5272.15375667786
-5255.63822091324,-5285.95926584244,-5253.82252596018,-5251.4579790361,-5279.49610268745
-5260.62496206995,-5259.86346043023,-5259.51186927853,-5245.99154881186,-5291.9570081123
-5253.48334147544,-5247.06124173056,-5239.2185215519,-5265.40916918689,-5263.35755550826
-5234.90681642221,-5272.36653889618,-5268.53116138985,-5257.31405831515,-5221.37099532375
-5249.48502177837,-5249.00458783205,-5271.28159438699,-5245.69334591634,-5244.95395488666
-5265.6790912307,-5241.55326308534,-5252.90784614821,-5258.01246093663,-5249.4904429509
-5278.99136643509,-5247.67973292446,-5253.45828094825,-5256.06475542984,-5279.34307975668
-5261.50715499418,-5246.76328801507,-5216.32664721671,-5253.96510908043,-5265.93342414848
-5229.27369246566,-5228.51453701291,-5257.47226435365,-5238.83786158352,-5255.95946476912
-5254.78074066406,-5263.62759312357,-5269.56392241242,-5271.23254583062,-5266.92820536202
-5257.23220406538,-5252.54759479542,-5244.27918400911,-5249.17809675084,-5271.88013058491
-5281.68686265753,-5252.88305995204,-5240.92297236236,-5252.43943181524,-5255.98148602154
-5249.94290687195,-5249.74786914433,-5247.11878697361,-5258.73622149852,-5227.01419938921
-5256.78240048619,-5286.56462035858,-5260.81714672243,-5244.83566816618,-5263.67252659793
-5270.78767194001,-5275.44250550842,-5241.48844193294,-5213.48707828209,-5227.18583498614
-5283.79662930461,-5235.56697989003,-5248.44713866553,-5239.91335916576,-5286.20138136208
-5245.08810360056,-5238.62802201019,-5270.87275946396,-5253.5171246176,-5269.24426933801
-5269.76974159533,-5241.66916451544,-5254.55427774748,-5235.08138434319,-5218.63107790714
-5224.30639748335,-5256.298353396,-5255.35038165713,-5228.94716007699,-5253.44978127413
-5226.27792721143,-5232.62312638212,-5239.34127412429,-5254.75357802139,-5251.35500876785
-5234.99530908116,-5236.16326376279,-5263.33482797882,-5271.80185659996,-5260.56314952522
-5248.01313315933,-5268.67971633528,-5262.95608622904,-5238.64212911883,-5250.09113695997
-5248.42534776119,-5257.11275602353,-5257.25459523057,-5269.33817503371,-5236.65013268718
-5258.13474660807,-5263.93575403721,-5238.7727265038,-5256.99885299503,-5256.08204675147
-5269.70106991202,-5250.65653096317,-5283.79070713735,-5211.44419900101,-5273.11969944115
-5233.95778354182,-5257.4184292898,-5249.86469214228,-5244.42658143004,-5253.24289411926
-5272.63815060715,-5241.75901375359,-5243.95493018481,-5240.69978627549,-5238.06683249033
-5244.91805731679,-5245.96826751274,-5258.96579088438,-5271.35884583518,-5266.41378443579
-5251.54527243753,-5259.65071913347,-5270.22047036458,-5281.87719478997,-5248.53455616738
-5241.02431774225,-5248.61484240058,-5285.41270055708,-5251.49552701407,-5244.45766318986
-5243.94073719978,-5278.70215917817,-5247.80591625244,-5236.9834396635,-5263.09480984546
-5266.87459842023,-5255.40615785317,-5243.92121322448,-5239.18211382144,-5268.094455349
-5262.06709761473,-5264.39021514139,-5236.61632898296,-5221.23071444689,-5246.96147828679
-5256.73354107622,-5230.26707815731,-5292.05092806702,-5254.40756713984,-5294.26658450117
-5260.15510194449,-5262.00837384995,-5250.24948274149,-5260.56720429607,-5264.90851595748
-5245.81836327763,-5256.98743728778,-5254.0445567453,-5290.6792957377,-5264.15198791403
-5272.62582132557,-5245.67773308987,-5230.89318279435,-5299.81283387848,-5254.96804871565
-5227.94465003427,-5251.5378770358,-5241.24820886546,-5260.41783206512,-5257.74272655064
-5262.32276649468,-5233.2917726687,-5261.88092059908,-5261.02445701605,-5256.81096926447
-5292.40463457993,-5252.56296332118,-5249.72496089875,-5268.41919689739,-5285.75533421503
-5262.66094318716,-5245.01688358989,-5242.67734674062,-5237.24254272469,-5261.58886501359
-5264.54870238113,-5262.03990773778,-5254.57607159254,-5281.87652202129,-5267.5220186089
-5270.25477475817,-5236.44718454266,-5237.22185257079,-5292.79340910713,-5261.53532128903
-5269.13575123002,-5279.56650184919,-5281.37332708493,-5267.26718662822,-5249.60285077644
-5233.75866464586,-5262.61876684922,-5251.45628694457,-5276.37927500796,-5229.14587501899
-5217.13614074919,-5256.81759834106,-5239.36576031093,-5253.88870081299,-5244.82658706251
-5278.14260302078,-5258.36159486036,-5261.39466055592,-5289.4322428325,-5253.53817197454
-5259.06269369107,-5275.74223432101,-5247.08664174849,-5259.08532554442,-5264.97463170256
-5263.7369827055,-5264.18333319457,-5236.0246205157,-5282.71982409251,-5272.75359376076
-5258.58185828175,-5241.07008432533,-5259.57235783587,-5299.38207599943,-5233.79196145474
-5246.05609447663,-5307.69290800739,-5230.82056003381,-5265.45304258265,-5297.39917473027
-5254.99250085943,-5296.46273628061,-5238.57330358228,-5254.93368894404,-5271.73225757368
-5240.80614793168,-5235.74133714392,-5253.06286815367,-5261.50856731522,-5265.51268817203
-5238.67345478311,-5248.97612922627,-5237.3974340901,-5244.03668768847,-5270.70830968147
-5254.16490179394,-5274.9364240923,-5242.39483721951,-5241.56994256864,-5246.48054628025
-5280.40488622372,-5240.10037576022,-5252.55968149888,-5257.45650657942,-5240.8888066072
-5263.64945790726,-5248.68413022259,-5261.49450518747,-5242.05584795585,-5246.34960404443
-5260.58843745665,-5243.93234683223,-5252.42223993474,-5259.60696257692,-5234.94330704715
-5254.94290456234,-5251.9740909294,-5279.84190247771,-5283.46281518906,-5278.19340668587
-5258.845353077,-5259.37830751567,-5254.57438128713,-5266.77628521637,-5266.59083267749
-5244.97652971015,-5242.34417626213,-5289.25494885385,-5267.29849751392,-5252.53900482814
-5255.4798651854,-5254.8660105245,-5265.55858424887,-5254.7563607081,-5216.13963503056
-5250.6532665865,-5255.67748378884,-5234.63804150005,-5250.223139576,-5255.03399312704
-5255.81267484998,-5246.33944319225,-5307.44094259417,-5221.87336856057,-5273.57374255417
-5253.94773846286,-5262.56845522185,-5237.71989301338,-5240.67964852605,-5272.51164386541
-5266.69660956288,-5276.4532417134,-5252.35815037087,-5261.56857760761,-5261.33199363323
-5226.6805173552,-5246.31680096774,-5232.75907277885,-5269.0704035773,-5267.11234650663
-5254.201475305,-5240.97516467964,-5268.96516709428,-5260.92962521172,-5267.31278578659
-5251.73089878334,-5236.6734323507,-5236.99488102723,-5289.87837968479,-5260.42108054344
-5237.45544470221,-5257.5447929711,-5236.29907876116,-5273.58574447047,-5280.2358601536
-5267.13289277682,-5256.0286069445,-5253.4271549741,-5255.19996509482,-5259.38172055833
-5243.37380923575,-5248.67820211081,-5273.88776569514,-5248.64387813941,-5258.63849794654
-5248.02029975346,-5246.21329354512,-5271.27119877733,-5250.9392368189,-5250.26562889582
-5279.61625386017,-5261.19411459602,-5246.3764076841,-5293.53995396399,-5272.69342375539
-5252.33316801124,-5272.4486532193,-5253.83590871234,-5257.79713982865,-5278.95132626439
-5266.90653933425,-5251.20699192088,-5272.79828765701,-5273.21957443344,-5256.46221981563
-5247.42242079794,-5243.47608621042,-5269.6370175032,-5270.02666993499,-5256.76811866101
-5262.34660829059,-5254.34689351229,-5251.97101728205,-5245.44218620516,-5274.45087773501
-5281.25652248343,-5296.26145531618,-5256.43325376504,-5242.85170325055,-5273.8597861689
-5240.5471745759,-5260.96471052386,-5276.20968452179,-5261.48150498776,-5271.95578744879
-5267.50039968334,-5261.65101711905,-5233.5860303516,-5274.40717979847,-5253.20559493494
-5262.11922086205,-5282.86978410684,-5258.05751481771,-5241.63074816332,-5269.11713064185
-5258.53660711143,-5252.90969575758,-5249.71488860192,-5243.35130536481,-5285.10028421153
-5235.06455357351,-5279.1411257085,-5253.20751461802,-5254.45151007732,-5252.33855819407
-5224.05657459902,-5287.33328172542,-5271.76039304934,-5223.24488314688,-5264.93738730261
-5240.88151653509,-5280.49171598984,-5277.14031031145,-5269.17783020943,-5269.9071366826
-5276.35816558146,-5239.24019946957,-5245.2158500357,-5240.60838844782,-5284.48621069801
-5252.96121622881,-5283.11822943384,-5245.31539667449,-5236.15675277543,-5268.43849779497
-5253.18512356905,-5263.18880945907,-5238.07590848448,-5221.37555850162,-5251.33755493314
-5247.8119800453,-5258.97707832323,-5255.27999738018,-5269.10588665897,-5253.32088331032
-5233.59798789273,-5255.04424315135,-5267.50496563358,-5266.14577696179,-5265.55156936211
-5248.46219725473,-5272.54404486091,-5250.31514472399,-5235.05532618151,-5217.7128233057
-5240.56882368344,-5266.82756830294,-5267.07418306229,-5280.9551556437,-5250.30537918701
-5257.96527980365,-5245.75579627614,-5249.08252992428,-5231.45066931667,-5224.186074576
-5235.05968102261,-5260.80189627903,-5250.81394000008,-5235.42919421095,-5262.9819182709
-5274.05378193283,-5269.50408812325,-5226.13250021362,-5226.63327833021,-5238.44615297305
-5256.16835242601,-5249.56827839922,-5278.55317771322,-5256.15822514164,-5262.05369984283
-5228.42961481338,-5267.11867756999,-5254.0653257717,-5266.57030004142,-5251.86727388126
-5236.54543649861,-5248.14627798914,-5241.02001434151,-5241.12634909934,-5250.6854037931
-5260.6544347814,-5274.21763581938,-5226.03104419254,-5256.58927597899,-5257.26685443498
-5242.3347506494,-5261.48251899209,-5235.47605546451,-5262.24036055395,-5252.10734114426
-5263.8749599793,-5248.69205939897,-5216.52673615924,-5265.73733078052,-5262.33222337501
-5252.37284181966,-5260.13451371094,-5246.23255788813,-5251.01241113981,-5254.62234476367
-5251.50730352242,-5290.91566311586,-5264.82469967697,-5265.174562026,-5262.41308744492
-5250.95348748386,-5254.01803508527,-5252.92116238411,-5275.33786582354,-5250.64077151408
-5257.19246456859,-5258.28273374796,-5251.98693657989,-5260.20258798134,-5276.08024470215
-5264.58039176764,-5242.4178530701,-5256.4047833045,-5257.38891279585,-5248.94778488034
-5243.79036077399,-5255.61165189991,-5237.14145708489,-5249.03731418627,-5256.4990364602
-5259.52356874689,-5255.97283272616,-5259.75972441589,-5261.40122760657,-5262.93463675975
-5246.31083260158,-5257.3102221063,-5262.13215459427,-5251.2237539665,-5272.26203589774
-5252.31285716962,-5261.39181002401,-5267.67127790221,-5258.22730833455,-5241.45739358009
-5253.58602545401,-5241.76870422719,-5270.64181726626,-5232.93146545105,-5272.22301077421
-5246.64947872392,-5244.36001156513,-5230.68430082746,-5259.3579990158,-5266.63364335114
-5226.74612057243,-5233.52240577799,-5270.1620125558,-5239.22172855921,-5250.14039383356
-5261.46461952625,-5276.82097021823,-5267.78293680219,-5265.90955888009,-5273.27846717192
-5272.47262575882,-5253.83070915342,-5268.65530097721,-5236.56834129502,-5323.49250679377
-5247.84696597665,-5257.09162794936,-5257.47673587395,-5256.45323112685,-5252.15820333286
-5241.13606247698,-5260.87327121753,-5280.96346717681,-5259.88639312811,-5230.24231359476
-5213.94808282394,-5269.12508398565,-5272.70168440367,-5256.90463080379,-5254.62962118436
-5245.62859733096,-5292.30759548134,-5238.57906752637,-5238.28710740019,-5251.3361649146
-5269.54622585263,-5275.80584460571,-5234.72086173737,-5254.9051573264,-5243.78834570383
-5264.28160511244,-5247.71834263347,-5231.03972679083,-5247.54811034042,-5270.3004688498
-5242.26610319026,-5256.41957403833,-5289.95212577241,-5244.11713020708,-5283.88768573452
-5248.34370308803,-5267.23253270184,-5279.28491022003,-5250.5390365817,-5262.7215494399
-5236.44044749561,-5267.35797243411,-5244.31502141193,-5224.608740092,-5288.24623978843
-5246.58112982851,-5293.02227125946,-5267.87233039361,-5264.86309361456,-5269.53443096161
-5239.04508335022,-5250.2981907538,-5255.06297237541,-5275.54898795648,-5255.72146705692
-5269.21093845986,-5276.72767655661,-5274.10388755927,-5241.86189083843,-5270.04475897177
-5232.27140178671,-5245.38802319232,-5285.26459948296,-5266.32404696357,-5277.8267677061
-5234.7933411352,-5232.17057206549,-5249.75171613309,-5245.52586912734,-5246.87638876171
-5261.66543089653,-5233.40760169333,-5262.81781046199,-5242.76808980043,-5227.94471851176
-5243.6190563612,-5290.91875561066,-5274.43391687226,-5253.25086324455,-5239.93288658298
-5245.46373181852,-5247.32377923621,-5264.79582921594,-5240.48250432431,-5252.89995305193
-5251.7085012376,-5240.14772624558,-5249.27027953812,-5253.20264073922,-5249.12426129672
-5242.93398388975,-5282.44748370563,-5247.28534441877,-5272.50490501166,-5276.25257773127
-5255.26702439599,-5229.84511568534,-5252.07326989984,-5250.45831340296,-5253.98778157793
-5240.10293406084,-5235.44086224646,-5257.76767563681,-5233.91010972354,-5273.96720317776
-5241.6668182451,-5243.19558423488,-5254.72168246984,-5254.18583291614,-5250.66301911126
-5243.38781705344,-5274.25388804945,-5253.86120969684,-5265.14625485949,-5227.11456921258
-5250.55905257683,-5248.0105447963,-5237.55493293622,-5272.71891219108,-5233.45461719608
-5247.71551678971,-5252.55499384943,-5266.76341211001,-5264.1517558987,-5252.86726650309
-5260.26691686339,-5256.67470802336,-5264.35171682147,-5275.66262591115,-5234.12694874194
-5220.41553927431,-5275.97460188173,-5254.22520788648,-5278.42983619712,-5272.46361883437
-5268.66304546331,-5239.00392540781,-5250.70616551679,-5284.99689623978,-5249.43197264459
-5261.5299216921,-5279.90512997192,-5262.58524685591,-5263.2295531031,-5252.49993512795
-5286.84951366552,-5267.90608973413,-5279.63646718681,-5271.59710834357,-5244.92596772599
-5256.87494222474,-5239.61615820226,-5272.41096929872,-5258.12090184,-5266.84664865344
-5281.22091998985,-5266.0415432257,-5254.10876832825,-5273.07436582315,-5233.89270066634
-5274.51646702548,-5260.05724607479,-5257.11628419435,-5277.0147974596,-5259.3672172665
-5235.54171120343,-5277.64410426101,-5285.7673982694,-5264.34106585898,-5271.30323590573
-5260.64927616054,-5256.80875850907,-5256.32453241925,-5274.13743726573,-5254.32551848311
-5253.61053989297,-5230.26570145709,-5238.13272169425,-5267.8063938717,-5250.2818508391
-5239.00516808748,-5255.3622916865,-5248.62643095091,-5273.67512223372,-5274.91548921508
-5259.78946510785,-5238.36735701798,-5238.55578163808,-5229.857934479,-5278.56389658446
-5248.18674936861,-5247.26143545458,-5239.10487184937,-5249.6679243149,-5244.49925448961
-5256.9009703836,-5252.78791152122,-5262.64836920089,-5277.1003350802,-5239.58327491655
-5248.43125831174,-5263.8652844589,-5223.75961651916,-5244.70978598086,-5247.2684299334
-5253.43586541773,-5234.95353414104,-5254.32426974609,-5237.09263475001,-5252.32488317596
