"V1","V2","V3","V4","V5"
-5281.29063912316,-5261.83517192785,-5261.31504474932,-5272.07600567562,-5275.35798094279
-5252.48104493387,-5249.88935196606,-5255.80307795425,-5279.918659833,-5262.79636599701
-5281.12072436085,-5217.15953428791,-5251.79168434926,-5261.55972693735,-5262.43307307836
-5256.53031084935,-5271.14688497672,-5245.74385674563,-5273.70446315636,-5248.60649997471
-5260.09840780403,-5244.85345163449,-5263.54402780501,-5271.07854093967,-5251.10443568931
-5267.59607219163,-5257.18054493066,-5260.81535203439,-5290.80292581495,-5277.93440529811
-5241.46865155297,-5253.20702747702,-5273.35517229186,-5247.64162766451,-5246.82063547259
-5218.11662566717,-5246.46288764908,-5251.78990459007,-5259.09276555446,-5249.92204658817
-5241.32688554389,-5259.86498948202,-5275.56822256479,-5279.90094227126,-5261.78464855994
-5267.88243423694,-5278.07612919127,-5221.2217635515,-5271.90608970525,-5271.11718769938
-5260.77854434879,-5242.81118371281,-5244.92019663584,-5259.86689128346,-5253.66337617328
-5246.60910311231,-5245.60417400886,-5254.1834619107,-5268.07187164307,-5253.86013262206
-5233.27032411269,-5241.3303835672,-5242.67932754906,-5244.85192912045,-5262.43392606363
-5290.35431127108,-5237.85365333265,-5261.8917302359,-5240.25549208146,-5237.24312116947
-5208.0864564186,-5262.71463622801,-5251.03922741428,-5260.42723019571,-5270.33270481063
-5263.00921825125,-5264.43191937386,-5251.78348241016,-5247.27509591615,-5251.9383513334
-5249.94038533383,-5219.86495123238,-5238.89274667431,-5220.94557386526,-5267.83144950508
-5260.43451773091,-5242.69946665054,-5205.15319508055,-5256.66479971764,-5253.29686484823
-5259.33010584223,-5270.39188335828,-5258.40882026177,-5273.39088493181,-5285.16256591191
-5261.75655779657,-5236.47277636225,-5239.63791177365,-5267.19834271747,-5267.59646196809
-5240.34006619847,-5244.92104304668,-5262.46192569666,-5261.9872864503,-5233.06748491608
-5245.03968578895,-5251.19833738497,-5255.98749494234,-5282.64780293167,-5239.11409206754
-5243.85663104668,-5245.28639126026,-5263.49231111763,-5230.43887647142,-5259.33997295763
-5261.5842304848,-5230.72957120713,-5259.56933115615,-5225.55465031421,-5265.69017055946
-5285.61665861292,-5273.9862905769,-5251.48891425789,-5240.99952381707,-5270.32869623738
-5250.64113100426,-5236.74570890204,-5251.13773295852,-5286.78392295364,-5255.26167442452
-5264.49459191702,-5255.12721852602,-5259.16642556751,-5244.00519380385,-5251.22122408276
-5252.2424686601,-5277.94476576547,-5251.29750429001,-5259.16770132041,-5244.92195130291
-5232.93472301068,-5278.98534843233,-5245.04181625077,-5258.43852432439,-5264.36491618411
-5242.22262456132,-5255.82327630558,-5301.84370337567,-5255.29958623711,-5258.41362228724
-5243.92423226395,-5243.04692473149,-5276.74663473953,-5254.70371985248,-5270.08681852492
-5264.68714819363,-5264.80945435539,-5259.57423951974,-5272.12990542047,-5230.36781327247
-5263.34208971548,-5241.10339196314,-5264.88999984066,-5260.66808416728,-5260.12440794712
-5261.72824583274,-5221.35478512385,-5270.17977674278,-5247.45507714138,-5252.34901721791
-5229.54694032211,-5263.79229950133,-5255.35868967457,-5275.80651253826,-5264.14716759408
-5238.88326894989,-5255.89602636788,-5257.77923044215,-5255.01035259142,-5272.64843972404
-5275.33299892068,-5280.97739403303,-5249.84877223113,-5265.50086199985,-5275.92885306626
-5282.15332142588,-5257.21127136229,-5246.17808478803,-5257.78446477737,-5240.83105819505
-5264.53833988498,-5264.39288693824,-5261.56488042444,-5264.6943395324,-5249.28185742568
-5242.14971249059,-5262.90833069848,-5259.64654562448,-5248.88967208022,-5241.95810077886
-5251.71946411358,-5271.2171716468,-5231.00299603827,-5287.66802687355,-5249.29269626931
-5259.39787577985,-5235.37583560293,-5252.41497781166,-5237.33708113868,-5272.39202324521
-5272.03350499849,-5242.40261463437,-5259.13685284454,-5266.12911944863,-5248.24257352404
-5265.12283386232,-5259.97870847582,-5267.05651581446,-5251.2878943571,-5249.75632581692
-5281.00081159199,-5273.0900121569,-5235.03150315525,-5276.19610676839,-5264.3927354841
-5259.4058023242,-5271.14620294306,-5253.60104157444,-5275.2457375383,-5264.99640892075
-5264.27834945593,-5230.79094736495,-5282.24881149691,-5274.76330742072,-5267.42978627725
-5278.21068760745,-5260.69273233966,-5214.80541827953,-5229.67847168357,-5278.51762496997
-5243.22310558582,-5261.60694889273,-5230.85040168102,-5275.91794488405,-5238.63203783534
-5278.55193286492,-5267.84030990458,-5267.21013718693,-5269.36751154973,-5237.68199299845
-5235.58007527488,-5254.21928235738,-5238.58916373161,-5267.25202153241,-5242.7720490109
-5261.98530968928,-5228.86961008538,-5231.78002249628,-5282.58136134874,-5236.84460522094
-5248.7662718664,-5274.75449443924,-5233.45110750994,-5281.69349377716,-5259.92406148379
-5257.09038771742,-5274.36232784039,-5235.68244666261,-5264.36578353337,-5248.65916230655
-5251.85075581798,-5252.6777906589,-5261.13136418048,-5265.38491944961,-5271.64114057213
-5243.97827143604,-5228.0963846734,-5245.22218197029,-5260.94921787085,-5249.73747216331
-5247.23859471242,-5244.36105191714,-5226.79910615818,-5250.60044712446,-5238.17235767306
-5248.55970878278,-5246.59835017145,-5269.80058445004,-5282.31710809232,-5265.61541573173
-5262.38783131859,-5252.49477919055,-5298.41563539179,-5251.89934365524,-5258.24740083926
-5234.71716172913,-5261.16245078573,-5271.16629949035,-5282.61819390915,-5264.73234380377
-5248.44272557799,-5256.92498492853,-5259.96749127924,-5287.37846395928,-5270.00958020381
-5244.40199077431,-5267.78768167542,-5265.85889564532,-5243.46051741547,-5254.53561286565
-5228.68187450476,-5230.78407021617,-5262.58171745962,-5264.93525306722,-5252.56560149462
-5248.64120589077,-5260.76929448607,-5258.2133095778,-5263.12476333681,-5251.97647049675
-5276.57949425548,-5262.19950684017,-5219.10576535823,-5251.89442983987,-5251.5042942946
-5251.66916218275,-5248.53857398592,-5257.53185841706,-5247.87336776566,-5258.34959511333
-5246.36017427352,-5242.7746331214,-5254.82970662871,-5267.48817963535,-5274.47806736792
-5262.76222297517,-5205.92970006806,-5241.12969408832,-5254.07803760857,-5260.51785817238
